gene,Gname,Gnomon,Scaffold,Begin,End,Or,KOG_JGI
GENE:JGI_V11_101458,fgenesh1_pg.C_scaffold_18000022,NCBI_GNO_100184,scaffold_18,78159,79693,+,0
GENE:JGI_V11_101459,fgenesh1_pg.C_scaffold_18000023,0,scaffold_18,85790,88573,+,0
GENE:JGI_V11_101461,fgenesh1_pg.C_scaffold_18000025,NCBI_GNO_104184,scaffold_18,100153,101375,-,KOG4297
GENE:JGI_V11_101466,fgenesh1_pg.C_scaffold_18000030,NCBI_GNO_114184,scaffold_18,119132,120540,+,0
GENE:JGI_V11_101467,fgenesh1_pg.C_scaffold_18000031,NCBI_GNO_116184,scaffold_18,122528,125795,+,0
GENE:JGI_V11_101472,fgenesh1_pg.C_scaffold_18000036,NCBI_GNO_132184,scaffold_18,155424,156000,-,0
GENE:JGI_V11_101475,fgenesh1_pg.C_scaffold_18000039,NCBI_GNO_140184,scaffold_18,183967,185744,-,KOG3516
GENE:JGI_V11_101480,fgenesh1_pg.C_scaffold_18000044,NCBI_GNO_150184,scaffold_18,201371,204435,+,KOG1015
GENE:JGI_V11_101482,fgenesh1_pg.C_scaffold_18000046,NCBI_GNO_154184,scaffold_18,208634,210019,-,0
GENE:JGI_V11_101484,fgenesh1_pg.C_scaffold_18000048,NCBI_GNO_160184,scaffold_18,221605,222076,+,0
GENE:JGI_V11_101485,fgenesh1_pg.C_scaffold_18000049,NCBI_GNO_162184,scaffold_18,222172,225240,-,0
GENE:JGI_V11_101496,fgenesh1_pg.C_scaffold_18000060,NCBI_GNO_180184,scaffold_18,296005,297689,+,KOG1987
GENE:JGI_V11_101510,fgenesh1_pg.C_scaffold_18000074,NCBI_GNO_204184,scaffold_18,336199,338059,-,KOG0143
GENE:JGI_V11_101526,fgenesh1_pg.C_scaffold_18000090,NCBI_GNO_230184,scaffold_18,376270,377053,+,0
GENE:JGI_V11_101532,fgenesh1_pg.C_scaffold_18000096,NCBI_GNO_244184,scaffold_18,404252,405543,-,KOG3660
GENE:JGI_V11_101535,fgenesh1_pg.C_scaffold_18000099,NCBI_GNO_248184,scaffold_18,415952,418097,-,KOG1596
GENE:JGI_V11_101537,fgenesh1_pg.C_scaffold_18000101,NCBI_GNO_252184,scaffold_18,422430,423485,-,KOG1003
GENE:JGI_V11_101545,fgenesh1_pg.C_scaffold_18000109,NCBI_GNO_262184,scaffold_18,443919,445632,+,KOG1052
GENE:JGI_V11_101550,fgenesh1_pg.C_scaffold_18000114,NCBI_GNO_280184,scaffold_18,470146,472196,+,KOG1052
GENE:JGI_V11_101570,fgenesh1_pg.C_scaffold_18000134,NCBI_GNO_318184,scaffold_18,555636,557086,+,KOG1778
GENE:JGI_V11_101571,fgenesh1_pg.C_scaffold_18000135,0,scaffold_18,567268,568370,-,0
GENE:JGI_V11_101585,fgenesh1_pg.C_scaffold_18000149,NCBI_GNO_352184,scaffold_18,619547,620876,-,0
GENE:JGI_V11_101600,fgenesh1_pg.C_scaffold_18000164,0,scaffold_18,683199,685045,-,0
GENE:JGI_V11_101612,fgenesh1_pg.C_scaffold_18000176,NCBI_GNO_414184,scaffold_18,736214,739566,+,0
GENE:JGI_V11_101616,fgenesh1_pg.C_scaffold_18000180,NCBI_GNO_418184,scaffold_18,754167,755037,+,0
GENE:JGI_V11_101617,fgenesh1_pg.C_scaffold_18000181,NCBI_GNO_420184,scaffold_18,756131,757838,+,0
GENE:JGI_V11_10162,gw1.182.19.1,NCBI_GNO_218853,scaffold_182,147106,152225,-,KOG0008
GENE:JGI_V11_101620,fgenesh1_pg.C_scaffold_18000184,NCBI_GNO_430184,scaffold_18,769204,770313,+,KOG4568
GENE:JGI_V11_101631,fgenesh1_pg.C_scaffold_18000195,NCBI_GNO_450184,scaffold_18,810189,811430,-,KOG0873
GENE:JGI_V11_101640,fgenesh1_pg.C_scaffold_18000204,NCBI_GNO_464184,scaffold_18,836683,837997,-,KOG1052
GENE:JGI_V11_101679,fgenesh1_pg.C_scaffold_18000243,NCBI_GNO_564184,scaffold_18,968511,969048,+,0
GENE:JGI_V11_101682,fgenesh1_pg.C_scaffold_18000246,0,scaffold_18,982248,983221,+,0
GENE:JGI_V11_101683,fgenesh1_pg.C_scaffold_18000247,NCBI_GNO_572184,scaffold_18,983691,986945,-,KOG0946
GENE:JGI_V11_101684,fgenesh1_pg.C_scaffold_18000248,NCBI_GNO_578184,scaffold_18,993731,994557,-,KOG1346
GENE:JGI_V11_101685,fgenesh1_pg.C_scaffold_18000249,NCBI_GNO_584184,scaffold_18,999159,1001438,-,0
GENE:JGI_V11_101703,fgenesh1_pg.C_scaffold_18000267,NCBI_GNO_630184,scaffold_18,1096895,1098786,+,KOG4568
GENE:JGI_V11_101710,fgenesh1_pg.C_scaffold_18000274,NCBI_GNO_642184,scaffold_18,1128050,1128699,-,0
GENE:JGI_V11_101737,fgenesh1_pg.C_scaffold_18000301,NCBI_GNO_708184,scaffold_18,1203791,1205241,-,KOG1052
GENE:JGI_V11_101743,fgenesh1_pg.C_scaffold_18000307,NCBI_GNO_724184,scaffold_18,1232444,1236035,+,KOG3544
GENE:JGI_V11_101766,fgenesh1_pg.C_scaffold_18000330,NCBI_GNO_762184,scaffold_18,1295647,1296561,-,0
GENE:JGI_V11_101790,fgenesh1_pg.C_scaffold_18000354,NCBI_GNO_818184,scaffold_18,1368475,1370105,-,KOG1778
GENE:JGI_V11_101809,fgenesh1_pg.C_scaffold_19000003,NCBI_GNO_90194,scaffold_19,27310,32656,-,KOG3544
GENE:JGI_V11_101812,fgenesh1_pg.C_scaffold_19000006,0,scaffold_19,207574,208502,-,0
GENE:JGI_V11_101847,fgenesh1_pg.C_scaffold_19000041,0,scaffold_19,409258,409940,+,0
GENE:JGI_V11_101856,fgenesh1_pg.C_scaffold_19000050,0,scaffold_19,473112,473885,-,0
GENE:JGI_V11_101865,fgenesh1_pg.C_scaffold_19000059,NCBI_GNO_162194,scaffold_19,510066,510853,+,KOG2520
GENE:JGI_V11_101866,fgenesh1_pg.C_scaffold_19000060,NCBI_GNO_164194,scaffold_19,525831,527003,-,0
GENE:JGI_V11_101871,fgenesh1_pg.C_scaffold_19000065,NCBI_GNO_176194,scaffold_19,570842,575914,-,KOG1878
GENE:JGI_V11_101872,fgenesh1_pg.C_scaffold_19000066,NCBI_GNO_178194,scaffold_19,577262,582783,-,KOG0595
GENE:JGI_V11_10188,gw1.86.34.1,NCBI_GNO_322594,scaffold_86,312382,315811,+,KOG0298
GENE:JGI_V11_101895,fgenesh1_pg.C_scaffold_19000089,NCBI_GNO_202194,scaffold_19,667707,677376,-,KOG1217
GENE:JGI_V11_101922,fgenesh1_pg.C_scaffold_19000116,NCBI_GNO_224194,scaffold_19,757923,758885,-,0
GENE:JGI_V11_101930,fgenesh1_pg.C_scaffold_19000124,NCBI_GNO_374193,scaffold_19,848435,849304,+,0
GENE:JGI_V11_101933,fgenesh1_pg.C_scaffold_19000127,NCBI_GNO_232194,scaffold_19,853788,854385,-,KOG2806
GENE:JGI_V11_101938,fgenesh1_pg.C_scaffold_19000132,NCBI_GNO_418193,scaffold_19,930755,932147,+,KOG2363
GENE:JGI_V11_101955,fgenesh1_pg.C_scaffold_19000149,NCBI_GNO_262194,scaffold_19,1017637,1018497,+,0
GENE:JGI_V11_101964,fgenesh1_pg.C_scaffold_19000158,NCBI_GNO_482193,scaffold_19,1077655,1079006,-,KOG1322
GENE:JGI_V11_101967,fgenesh1_pg.C_scaffold_19000161,NCBI_GNO_494193,scaffold_19,1083524,1084459,-,KOG3069
GENE:JGI_V11_101971,fgenesh1_pg.C_scaffold_19000165,NCBI_GNO_274194,scaffold_19,1087223,1088724,+,0
GENE:JGI_V11_102038,fgenesh1_pg.C_scaffold_19000232,NCBI_GNO_346194,scaffold_19,1399067,1400976,+,KOG0504
GENE:JGI_V11_102047,fgenesh1_pg.C_scaffold_20000002,0,scaffold_20,12543,13361,+,0
GENE:JGI_V11_102049,fgenesh1_pg.C_scaffold_20000004,NCBI_GNO_88204,scaffold_20,21571,22382,+,0
GENE:JGI_V11_102050,fgenesh1_pg.C_scaffold_20000005,NCBI_GNO_92204,scaffold_20,46280,49233,-,0
GENE:JGI_V11_102053,fgenesh1_pg.C_scaffold_20000008,NCBI_GNO_106204,scaffold_20,71297,72173,+,0
GENE:JGI_V11_102055,fgenesh1_pg.C_scaffold_20000010,NCBI_GNO_114204,scaffold_20,100496,101316,-,0
GENE:JGI_V11_102056,fgenesh1_pg.C_scaffold_20000011,NCBI_GNO_118204,scaffold_20,102776,106794,+,0
GENE:JGI_V11_102058,fgenesh1_pg.C_scaffold_20000013,NCBI_GNO_126204,scaffold_20,124975,126494,+,0
GENE:JGI_V11_102061,fgenesh1_pg.C_scaffold_20000016,NCBI_GNO_130204,scaffold_20,143951,144729,+,0
GENE:JGI_V11_102071,fgenesh1_pg.C_scaffold_20000026,NCBI_GNO_160204,scaffold_20,210708,211259,+,0
GENE:JGI_V11_102073,fgenesh1_pg.C_scaffold_20000028,NCBI_GNO_166204,scaffold_20,217944,219238,+,KOG0260
GENE:JGI_V11_102075,fgenesh1_pg.C_scaffold_20000030,0,scaffold_20,227634,228396,-,0
GENE:JGI_V11_102081,fgenesh1_pg.C_scaffold_20000036,NCBI_GNO_182204,scaffold_20,345127,345761,+,KOG4590
GENE:JGI_V11_102083,fgenesh1_pg.C_scaffold_20000038,NCBI_GNO_182204,scaffold_20,351423,351897,+,KOG3262
GENE:JGI_V11_102084,fgenesh1_pg.C_scaffold_20000039,NCBI_GNO_182204,scaffold_20,352630,353977,+,KOG1283
GENE:JGI_V11_102088,fgenesh1_pg.C_scaffold_20000043,NCBI_GNO_190204,scaffold_20,370539,371407,-,KOG4643
GENE:JGI_V11_102092,fgenesh1_pg.C_scaffold_20000047,NCBI_GNO_200204,scaffold_20,381263,382573,-,0
GENE:JGI_V11_102093,fgenesh1_pg.C_scaffold_20000048,NCBI_GNO_202204,scaffold_20,385491,388504,+,0
GENE:JGI_V11_102105,fgenesh1_pg.C_scaffold_20000060,NCBI_GNO_218204,scaffold_20,496421,497236,-,0
GENE:JGI_V11_102106,fgenesh1_pg.C_scaffold_20000061,NCBI_GNO_224204,scaffold_20,504053,508353,-,0
GENE:JGI_V11_102133,fgenesh1_pg.C_scaffold_20000088,NCBI_GNO_214203,scaffold_20,599506,600944,+,KOG4674
GENE:JGI_V11_102163,fgenesh1_pg.C_scaffold_20000118,NCBI_GNO_290204,scaffold_20,719698,721697,-,KOG2563
GENE:JGI_V11_102173,fgenesh1_pg.C_scaffold_20000128,0,scaffold_20,795265,796347,-,0
GENE:JGI_V11_102195,fgenesh1_pg.C_scaffold_20000150,0,scaffold_20,934709,936004,+,0
GENE:JGI_V11_102209,fgenesh1_pg.C_scaffold_20000164,0,scaffold_20,991299,991781,+,0
GENE:JGI_V11_102226,fgenesh1_pg.C_scaffold_20000181,NCBI_GNO_398204,scaffold_20,1081702,1083208,-,0
GENE:JGI_V11_102232,fgenesh1_pg.C_scaffold_20000187,NCBI_GNO_410204,scaffold_20,1113656,1117227,+,KOG1028
GENE:JGI_V11_102235,fgenesh1_pg.C_scaffold_20000190,NCBI_GNO_416204,scaffold_20,1121932,1123374,+,KOG1806
GENE:JGI_V11_102242,fgenesh1_pg.C_scaffold_20000197,NCBI_GNO_426204,scaffold_20,1188559,1191586,-,KOG1241
GENE:JGI_V11_102258,fgenesh1_pg.C_scaffold_20000213,NCBI_GNO_444204,scaffold_20,1283663,1284657,-,0
GENE:JGI_V11_102273,fgenesh1_pg.C_scaffold_20000228,0,scaffold_20,1352882,1354379,+,0
GENE:JGI_V11_102281,fgenesh1_pg.C_scaffold_20000236,NCBI_GNO_486204,scaffold_20,1397725,1398641,-,KOG1995
GENE:JGI_V11_102301,fgenesh1_pg.C_scaffold_21000013,NCBI_GNO_20213,scaffold_21,58767,59730,-,0
GENE:JGI_V11_102305,fgenesh1_pg.C_scaffold_21000017,NCBI_GNO_122214,scaffold_21,67123,68892,-,KOG3671
GENE:JGI_V11_102309,fgenesh1_pg.C_scaffold_21000021,NCBI_GNO_132214,scaffold_21,80838,82257,+,0
GENE:JGI_V11_102310,fgenesh1_pg.C_scaffold_21000022,NCBI_GNO_136214,scaffold_21,96106,97007,-,0
GENE:JGI_V11_102311,fgenesh1_pg.C_scaffold_21000023,NCBI_GNO_140214,scaffold_21,100329,101275,-,0
GENE:JGI_V11_102312,fgenesh1_pg.C_scaffold_21000024,NCBI_GNO_146214,scaffold_21,105616,108240,-,KOG4563
GENE:JGI_V11_102315,fgenesh1_pg.C_scaffold_21000027,NCBI_GNO_152214,scaffold_21,122001,122615,-,0
GENE:JGI_V11_102316,fgenesh1_pg.C_scaffold_21000028,NCBI_GNO_154214,scaffold_21,125940,127005,-,0
GENE:JGI_V11_102317,fgenesh1_pg.C_scaffold_21000029,NCBI_GNO_160214,scaffold_21,129140,132299,+,0
GENE:JGI_V11_102323,fgenesh1_pg.C_scaffold_21000035,NCBI_GNO_172214,scaffold_21,206271,207031,-,0
GENE:JGI_V11_102324,fgenesh1_pg.C_scaffold_21000036,NCBI_GNO_178214,scaffold_21,213730,214738,-,KOG1634
GENE:JGI_V11_102325,fgenesh1_pg.C_scaffold_21000037,NCBI_GNO_188214,scaffold_21,227755,229406,-,0
GENE:JGI_V11_102327,fgenesh1_pg.C_scaffold_21000039,NCBI_GNO_192214,scaffold_21,233269,235587,+,0
GENE:JGI_V11_102328,fgenesh1_pg.C_scaffold_21000040,NCBI_GNO_198214,scaffold_21,240778,241469,-,0
GENE:JGI_V11_102331,fgenesh1_pg.C_scaffold_21000043,NCBI_GNO_206214,scaffold_21,251484,253615,-,KOG4597
GENE:JGI_V11_102339,fgenesh1_pg.C_scaffold_21000051,NCBI_GNO_224214,scaffold_21,295323,298586,+,KOG0107
GENE:JGI_V11_102345,fgenesh1_pg.C_scaffold_21000057,0,scaffold_21,365196,365692,+,0
GENE:JGI_V11_102351,fgenesh1_pg.C_scaffold_21000063,NCBI_GNO_252214,scaffold_21,391471,392315,-,0
GENE:JGI_V11_102352,fgenesh1_pg.C_scaffold_21000064,NCBI_GNO_256214,scaffold_21,395472,396824,-,0
GENE:JGI_V11_102354,fgenesh1_pg.C_scaffold_21000066,NCBI_GNO_260214,scaffold_21,409661,414757,+,KOG4833
GENE:JGI_V11_102355,fgenesh1_pg.C_scaffold_21000067,NCBI_GNO_262214,scaffold_21,414887,416015,-,0
GENE:JGI_V11_102362,fgenesh1_pg.C_scaffold_21000074,0,scaffold_21,452296,454767,+,KOG1869
GENE:JGI_V11_102363,fgenesh1_pg.C_scaffold_21000075,NCBI_GNO_274214,scaffold_21,460149,460820,+,0
GENE:JGI_V11_102364,fgenesh1_pg.C_scaffold_21000076,NCBI_GNO_276214,scaffold_21,477617,481235,+,0
GENE:JGI_V11_102366,fgenesh1_pg.C_scaffold_21000078,NCBI_GNO_278214,scaffold_21,482573,484908,-,KOG1052
GENE:JGI_V11_102386,fgenesh1_pg.C_scaffold_21000098,NCBI_GNO_314214,scaffold_21,534926,537812,-,KOG1056
GENE:JGI_V11_102387,fgenesh1_pg.C_scaffold_21000099,NCBI_GNO_320214,scaffold_21,543706,545949,+,KOG0510
GENE:JGI_V11_102388,fgenesh1_pg.C_scaffold_21000100,NCBI_GNO_320214,scaffold_21,547597,548745,+,KOG4177
GENE:JGI_V11_102408,fgenesh1_pg.C_scaffold_21000120,NCBI_GNO_364214,scaffold_21,652632,655336,+,KOG3645
GENE:JGI_V11_102444,fgenesh1_pg.C_scaffold_21000156,0,scaffold_21,875294,876862,+,KOG4297
GENE:JGI_V11_102445,fgenesh1_pg.C_scaffold_21000157,NCBI_GNO_398214,scaffold_21,877926,882845,+,KOG4443
GENE:JGI_V11_102446,fgenesh1_pg.C_scaffold_21000158,NCBI_GNO_400214,scaffold_21,889544,890953,+,0
GENE:JGI_V11_102448,fgenesh1_pg.C_scaffold_21000160,NCBI_GNO_404214,scaffold_21,894598,897542,+,0
GENE:JGI_V11_10245,gw1.107.27.1,NCBI_GNO_210664,scaffold_107,56512,59814,+,KOG1856
GENE:JGI_V11_102458,fgenesh1_pg.C_scaffold_21000170,NCBI_GNO_386213,scaffold_21,915713,918075,-,KOG3119
GENE:JGI_V11_102459,fgenesh1_pg.C_scaffold_21000171,NCBI_GNO_412214,scaffold_21,921378,922549,-,0
GENE:JGI_V11_102466,fgenesh1_pg.C_scaffold_21000178,NCBI_GNO_424214,scaffold_21,950166,954334,-,KOG0161
GENE:JGI_V11_102473,fgenesh1_pg.C_scaffold_21000185,NCBI_GNO_434214,scaffold_21,972059,973315,-,KOG3627
GENE:JGI_V11_102481,fgenesh1_pg.C_scaffold_21000193,0,scaffold_21,1020843,1021924,+,0
GENE:JGI_V11_102489,fgenesh1_pg.C_scaffold_21000201,0,scaffold_21,1044868,1046208,-,0
GENE:JGI_V11_102493,fgenesh1_pg.C_scaffold_21000205,NCBI_GNO_456214,scaffold_21,1057179,1057575,-,0
GENE:JGI_V11_102497,fgenesh1_pg.C_scaffold_21000209,NCBI_GNO_460214,scaffold_21,1072837,1073788,+,0
GENE:JGI_V11_102499,fgenesh1_pg.C_scaffold_21000211,NCBI_GNO_466214,scaffold_21,1076889,1077896,+,0
GENE:JGI_V11_10253,gw1.130.17.1,NCBI_GNO_36744,scaffold_130,96751,99948,-,KOG1856
GENE:JGI_V11_102531,fgenesh1_pg.C_scaffold_21000243,NCBI_GNO_492214,scaffold_21,1160489,1161335,+,0
GENE:JGI_V11_102532,fgenesh1_pg.C_scaffold_21000244,0,scaffold_21,1165018,1166042,-,0
GENE:JGI_V11_102543,fgenesh1_pg.C_scaffold_21000255,NCBI_GNO_514214,scaffold_21,1226589,1227314,-,0
GENE:JGI_V11_10255,gw1.138.26.1,NCBI_GNO_74764,scaffold_138,272496,279657,-,KOG4641
GENE:JGI_V11_102551,fgenesh1_pg.C_scaffold_21000263,NCBI_GNO_528214,scaffold_21,1284563,1285829,+,KOG4304
GENE:JGI_V11_102570,fgenesh1_pg.C_scaffold_21000282,NCBI_GNO_552214,scaffold_21,1425712,1435381,-,KOG2372
GENE:JGI_V11_102586,fgenesh1_pg.C_scaffold_22000009,NCBI_GNO_28224,scaffold_22,31169,32298,+,0
GENE:JGI_V11_102596,fgenesh1_pg.C_scaffold_22000019,NCBI_GNO_66224,scaffold_22,135019,136607,-,0
GENE:JGI_V11_102601,fgenesh1_pg.C_scaffold_22000024,NCBI_GNO_72224,scaffold_22,180377,182347,-,KOG0431
GENE:JGI_V11_102604,fgenesh1_pg.C_scaffold_22000027,NCBI_GNO_82224,scaffold_22,209932,212237,+,0
GENE:JGI_V11_102606,fgenesh1_pg.C_scaffold_22000029,NCBI_GNO_90224,scaffold_22,223374,227891,-,KOG4292
GENE:JGI_V11_102612,fgenesh1_pg.C_scaffold_22000035,NCBI_GNO_92224,scaffold_22,240595,241144,+,0
GENE:JGI_V11_102613,fgenesh1_pg.C_scaffold_22000036,NCBI_GNO_92224,scaffold_22,242551,244004,-,0
GENE:JGI_V11_102615,fgenesh1_pg.C_scaffold_22000038,NCBI_GNO_104224,scaffold_22,278294,279383,+,0
GENE:JGI_V11_102626,fgenesh1_pg.C_scaffold_22000049,NCBI_GNO_138224,scaffold_22,346171,347041,+,KOG2678
GENE:JGI_V11_102627,fgenesh1_pg.C_scaffold_22000050,NCBI_GNO_140224,scaffold_22,349377,352689,-,KOG0745
GENE:JGI_V11_102629,fgenesh1_pg.C_scaffold_22000052,NCBI_GNO_150224,scaffold_22,373784,375558,-,0
GENE:JGI_V11_102637,fgenesh1_pg.C_scaffold_22000060,NCBI_GNO_162224,scaffold_22,434304,436340,-,0
GENE:JGI_V11_102638,fgenesh1_pg.C_scaffold_22000061,NCBI_GNO_172224,scaffold_22,463971,465779,-,0
GENE:JGI_V11_102646,fgenesh1_pg.C_scaffold_22000069,NCBI_GNO_190224,scaffold_22,493506,495315,-,0
GENE:JGI_V11_102652,fgenesh1_pg.C_scaffold_22000075,NCBI_GNO_210224,scaffold_22,523594,526153,+,0
GENE:JGI_V11_102655,fgenesh1_pg.C_scaffold_22000078,NCBI_GNO_212224,scaffold_22,552670,554560,+,0
GENE:JGI_V11_102658,fgenesh1_pg.C_scaffold_22000081,NCBI_GNO_216224,scaffold_22,567765,569051,+,0
GENE:JGI_V11_102659,fgenesh1_pg.C_scaffold_22000082,NCBI_GNO_224224,scaffold_22,569882,573810,-,0
GENE:JGI_V11_102661,fgenesh1_pg.C_scaffold_22000084,NCBI_GNO_234224,scaffold_22,585982,591875,-,0
GENE:JGI_V11_102666,fgenesh1_pg.C_scaffold_22000089,NCBI_GNO_246224,scaffold_22,635534,636563,+,KOG1016
GENE:JGI_V11_102667,fgenesh1_pg.C_scaffold_22000090,NCBI_GNO_250224,scaffold_22,638665,640524,+,0
GENE:JGI_V11_102668,fgenesh1_pg.C_scaffold_22000091,NCBI_GNO_252224,scaffold_22,645722,646969,-,0
GENE:JGI_V11_102669,fgenesh1_pg.C_scaffold_22000092,NCBI_GNO_254224,scaffold_22,650566,651278,+,0
GENE:JGI_V11_102672,fgenesh1_pg.C_scaffold_22000095,NCBI_GNO_262224,scaffold_22,663756,664895,+,0
GENE:JGI_V11_102673,fgenesh1_pg.C_scaffold_22000096,NCBI_GNO_264224,scaffold_22,667935,669402,-,0
GENE:JGI_V11_102674,fgenesh1_pg.C_scaffold_22000097,0,scaffold_22,669715,671490,-,0
GENE:JGI_V11_102677,fgenesh1_pg.C_scaffold_22000100,NCBI_GNO_268224,scaffold_22,684727,685471,-,0
GENE:JGI_V11_102680,fgenesh1_pg.C_scaffold_22000103,NCBI_GNO_276224,scaffold_22,695824,696877,-,0
GENE:JGI_V11_102681,fgenesh1_pg.C_scaffold_22000104,NCBI_GNO_280224,scaffold_22,701512,704234,+,0
GENE:JGI_V11_102682,fgenesh1_pg.C_scaffold_22000105,NCBI_GNO_280224,scaffold_22,704417,705525,-,0
GENE:JGI_V11_102693,fgenesh1_pg.C_scaffold_22000116,NCBI_GNO_308224,scaffold_22,766422,768497,-,0
GENE:JGI_V11_102698,fgenesh1_pg.C_scaffold_22000121,NCBI_GNO_314224,scaffold_22,811666,812541,-,0
GENE:JGI_V11_102703,fgenesh1_pg.C_scaffold_22000126,NCBI_GNO_328224,scaffold_22,832107,832603,-,KOG3612
GENE:JGI_V11_102712,fgenesh1_pg.C_scaffold_22000135,NCBI_GNO_360224,scaffold_22,927969,929376,-,KOG4585
GENE:JGI_V11_102713,fgenesh1_pg.C_scaffold_22000136,0,scaffold_22,939583,940351,+,0
GENE:JGI_V11_102719,fgenesh1_pg.C_scaffold_22000142,0,scaffold_22,993616,994996,-,KOG4329
GENE:JGI_V11_102727,fgenesh1_pg.C_scaffold_22000150,NCBI_GNO_402224,scaffold_22,1060509,1061246,-,0
GENE:JGI_V11_102732,fgenesh1_pg.C_scaffold_22000155,NCBI_GNO_412224,scaffold_22,1110956,1112774,+,0
GENE:JGI_V11_102733,fgenesh1_pg.C_scaffold_22000156,NCBI_GNO_412224,scaffold_22,1115600,1117835,+,0
GENE:JGI_V11_102735,fgenesh1_pg.C_scaffold_22000158,NCBI_GNO_420224,scaffold_22,1122433,1124591,-,0
GENE:JGI_V11_102736,fgenesh1_pg.C_scaffold_22000159,NCBI_GNO_424224,scaffold_22,1130000,1131529,-,0
GENE:JGI_V11_102738,fgenesh1_pg.C_scaffold_22000161,NCBI_GNO_430224,scaffold_22,1152656,1158159,-,KOG0516
GENE:JGI_V11_102740,fgenesh1_pg.C_scaffold_22000163,0,scaffold_22,1185567,1187198,-,0
GENE:JGI_V11_102744,fgenesh1_pg.C_scaffold_22000167,NCBI_GNO_442224,scaffold_22,1204238,1206447,+,0
GENE:JGI_V11_102748,fgenesh1_pg.C_scaffold_22000171,NCBI_GNO_456224,scaffold_22,1224740,1225503,-,0
GENE:JGI_V11_102749,fgenesh1_pg.C_scaffold_22000172,NCBI_GNO_464224,scaffold_22,1237411,1239128,+,0
GENE:JGI_V11_102753,fgenesh1_pg.C_scaffold_22000176,0,scaffold_22,1272262,1274811,-,0
GENE:JGI_V11_102755,fgenesh1_pg.C_scaffold_22000178,NCBI_GNO_480224,scaffold_22,1300277,1301082,+,0
GENE:JGI_V11_102761,fgenesh1_pg.C_scaffold_22000184,NCBI_GNO_494224,scaffold_22,1355963,1356763,+,KOG4161
GENE:JGI_V11_102762,fgenesh1_pg.C_scaffold_22000185,NCBI_GNO_494224,scaffold_22,1360832,1363991,+,0
GENE:JGI_V11_102763,fgenesh1_pg.C_scaffold_22000186,NCBI_GNO_498224,scaffold_22,1368223,1369038,+,0
GENE:JGI_V11_102764,fgenesh1_pg.C_scaffold_22000187,NCBI_GNO_500224,scaffold_22,1370587,1371658,+,0
GENE:JGI_V11_102767,fgenesh1_pg.C_scaffold_23000003,NCBI_GNO_66234,scaffold_23,36968,42732,-,KOG1216
GENE:JGI_V11_102776,fgenesh1_pg.C_scaffold_23000012,NCBI_GNO_90234,scaffold_23,103576,108652,-,KOG2806
GENE:JGI_V11_102782,fgenesh1_pg.C_scaffold_23000018,NCBI_GNO_102234,scaffold_23,185664,189457,-,KOG0214
GENE:JGI_V11_102792,fgenesh1_pg.C_scaffold_23000028,NCBI_GNO_118234,scaffold_23,222665,227794,-,KOG1216
GENE:JGI_V11_102793,fgenesh1_pg.C_scaffold_23000029,NCBI_GNO_120234,scaffold_23,232309,237969,-,KOG1216
GENE:JGI_V11_102795,fgenesh1_pg.C_scaffold_23000031,NCBI_GNO_132234,scaffold_23,267064,268821,-,KOG1046
GENE:JGI_V11_102823,fgenesh1_pg.C_scaffold_23000059,NCBI_GNO_192234,scaffold_23,394065,396605,-,KOG0504
GENE:JGI_V11_102843,fgenesh1_pg.C_scaffold_23000079,NCBI_GNO_222234,scaffold_23,474033,474731,+,0
GENE:JGI_V11_102847,fgenesh1_pg.C_scaffold_23000083,NCBI_GNO_224234,scaffold_23,534842,535429,-,0
GENE:JGI_V11_102851,fgenesh1_pg.C_scaffold_23000087,NCBI_GNO_234234,scaffold_23,565385,567358,-,KOG1027
GENE:JGI_V11_102881,fgenesh1_pg.C_scaffold_23000117,0,scaffold_23,676589,677263,-,0
GENE:JGI_V11_102922,fgenesh1_pg.C_scaffold_23000158,NCBI_GNO_464233,scaffold_23,893583,895238,-,KOG0401
GENE:JGI_V11_102932,fgenesh1_pg.C_scaffold_23000168,NCBI_GNO_360234,scaffold_23,942644,945373,+,KOG4575
GENE:JGI_V11_102943,fgenesh1_pg.C_scaffold_23000179,NCBI_GNO_378234,scaffold_23,1042740,1044238,-,KOG3627
GENE:JGI_V11_102978,fgenesh1_pg.C_scaffold_24000005,NCBI_GNO_96244,scaffold_24,15961,16748,+,KOG0044
GENE:JGI_V11_102999,fgenesh1_pg.C_scaffold_24000026,0,scaffold_24,138826,140423,+,0
GENE:JGI_V11_103001,fgenesh1_pg.C_scaffold_24000028,NCBI_GNO_130244,scaffold_24,149769,151067,+,0
GENE:JGI_V11_103005,fgenesh1_pg.C_scaffold_24000032,NCBI_GNO_138244,scaffold_24,163397,164089,+,0
GENE:JGI_V11_103009,fgenesh1_pg.C_scaffold_24000036,NCBI_GNO_146244,scaffold_24,170734,171597,+,KOG1974
GENE:JGI_V11_103010,fgenesh1_pg.C_scaffold_24000037,NCBI_GNO_148244,scaffold_24,175930,179840,-,KOG1974
GENE:JGI_V11_103026,fgenesh1_pg.C_scaffold_24000053,NCBI_GNO_180244,scaffold_24,350920,352591,+,0
GENE:JGI_V11_10306,gw1.65.45.1,NCBI_GNO_98494,scaffold_65,227691,232048,+,KOG1807
GENE:JGI_V11_103079,fgenesh1_pg.C_scaffold_24000106,NCBI_GNO_262244,scaffold_24,691618,692979,+,0
