kog_sub_cat	kog_id	kog_id_desc
R	KOG0447	Dynamin-likeGTPbindingprotein
O	KOG0448	Mitofusin1GTPaseinvolvedinmitochondrilabiogenesis
G	KOG0449	Succinatedehydrogenasecytochromebsubunit
G	KOG0450	2-oxoglutaratedehydrogenaseE1subunit
G	KOG0451	Predicted2-oxoglutaratedehydrogenaseE1subunit
AJ	KOG0452	RNA-bindingtranslationalregulatorIRP(aconitasesuperfamily)
CE	KOG0453	Aconitase/homoaconitase(aconitasesuperfamily)
E	KOG0454	3-isopropylmalatedehydratase(aconitasesuperfamily)
E	KOG0455	Homoserinedehydrogenase
E	KOG0456	Aspartatekinase
B	KOG0457	HistoneacetyltransferasecomplexSAGA/ADAsubunitADA2
J	KOG0458	Elongationfactor1alpha
J	KOG0459	Polypeptidereleasefactor3
J	KOG0460	MitochondrialtranslationelongationfactorTu
J	KOG0461	Selenocysteine-specificelongationfactor
J	KOG0462	Elongationfactor-typeGTP-bindingprotein
R	KOG0463	GTP-bindingproteinGP-1
J	KOG0464	ElongationfactorG
J	KOG0465	Mitochondrialelongationfactor
J	KOG0466	"Translationinitiationfactor2gammasubunit(eIF-2gamma;GTPase)"
J	KOG0467	Translationelongationfactor2/ribosomebiogenesisproteinRIA1andrelatedproteins
J	KOG0468	U5snRNP-specificprotein
J	KOG0469	Elongationfactor2
G	KOG0470	14-alpha-glucanbranchingenzyme/starchbranchingenzymeII
G	KOG0471	Alpha-amylase
S	KOG0472	Leucine-richrepeatprotein
S	KOG0473	Leucine-richrepeatprotein
P	KOG0474	Cl-channelCLC-7andrelatedproteins(CLCsuperfamily)
P	KOG0475	Cl-channelCLC-3andrelatedproteins(CLCsuperfamily)
P	KOG0476	Cl-channelCLC-2andrelatedproteins(CLCsuperfamily)
L	KOG0477	DNAreplicationlicensingfactorMCM2component
L	KOG0478	DNAreplicationlicensingfactorMCM4component
L	KOG0479	DNAreplicationlicensingfactorMCM3component
L	KOG0480	DNAreplicationlicensingfactorMCM6component
L	KOG0481	DNAreplicationlicensingfactorMCM5component
L	KOG0482	DNAreplicationlicensingfactorMCM7component
K	KOG0483	TranscriptionfactorHEXcontainsHOXandHALZdomains
K	KOG0484	TranscriptionfactorPHOX2/ARIXcontainsHOXdomain
K	KOG0485	TranscriptionfactorNKX-5.1/HMX1containsHOXdomain
K	KOG0486	TranscriptionfactorPTX1containsHOXdomain
K	KOG0487	TranscriptionfactorAbd-BcontainsHOXdomain
R	KOG0488	TranscriptionfactorBarHandrelatedHOXdomainproteins
R	KOG0489	TranscriptionfactorzerknulltandrelatedHOXdomainproteins
R	KOG0490	TranscriptionfactorcontainsHOXdomain
R	KOG0491	TranscriptionfactorBSHcontainsHOXdomain
R	KOG0492	TranscriptionfactorMSHcontainsHOXdomain
R	KOG0493	TranscriptionfactorEngrailedcontainsHOXdomain
R	KOG0494	TranscriptionfactorCHX10andrelatedHOXdomainproteins
A	KOG0495	HATrepeatprotein
G	KOG0496	Beta-galactosidase
I	KOG0497	Oxidosqualene-lanosterolcyclaseandrelatedproteins
PT	KOG0498	K+-channelERGandrelatedproteinscontainPAS/PACsensordomain
PT	KOG0499	Cyclicnucleotide-gatedcationchannelCNCG4
PT	KOG0500	Cyclicnucleotide-gatedcationchannelCNGA1-3andrelatedproteins
P	KOG0501	K+-channelKCNQ
R	KOG0502	Integralmembraneankyrin-repeatproteinKidins220(proteinkinaseDsubstrate)
E	KOG0503	Asparaginase
R	KOG0504	FOG:Ankyrinrepeat
OT	KOG0505	Myosinphosphataseregulatorysubunit
E	KOG0506	Glutaminase(containsankyrinrepeat)
T	KOG0507	CASK-interactingadaptorprotein(caskin)andrelatedproteinswithankyrinrepeatsandSAMdomain
R	KOG0508	Ankyrinrepeatprotein
R	KOG0509	AnkyrinrepeatandDHHC-typeZn-fingerdomaincontainingproteins
R	KOG0510	Ankyrinrepeatprotein
R	KOG0511	Ankyrinrepeatprotein
K	KOG0512	Fetalglobin-inducingfactor(containsankyrinrepeats)
I	KOG0513	Ca2+-independentphospholipaseA2
R	KOG0514	Ankyrinrepeatprotein
D	KOG0515	p53-interactingprotein53BP/ASPPcontainsankyrinandSH3domains
Z	KOG0516	DystoninGAS(Growandrelatedproteins
Z	KOG0517	Beta-spectrin
Z	KOG0518	Actin-bindingcytoskeletonproteinfilamin
T	KOG0519	Sensorytransductionhistidinekinase
S	KOG0520	UncharacterizedconservedproteincontainsIPT/TIGdomain
T	KOG0521	PutativeGTPaseactivatingproteins(GAPs)
R	KOG0522	Ankyrinrepeatprotein
G	KOG0523	Transketolase
C	KOG0524	PyruvatedehydrogenaseE1betasubunit
C	KOG0525	Branchedchainalpha-ketoaciddehydrogenaseE1betasubunit
KLB	KOG0526	Nucleosome-bindingfactorSPNPOB3subunit
K	KOG0527	HMG-boxtranscriptionfactor
K	KOG0528	HMG-boxtranscriptionfactorSOX5
O	KOG0529	ProteingeranylgeranyltransferasetypeIIalphasubunit
O	KOG0530	Proteinfarnesyltransferasealphasubalphasubunit
T	KOG0531	Proteinphosphatase1regulatorandrelatedproteins
Z	KOG0532	Leucine-richrepeat(LRR)proteincontainscalponinhomologydomain
A	KOG0533	RRMmotif-containingprotein
HC	KOG0534	NADH-cytochromeb-5reductase
C	KOG0535	Sulfiteoxidasemolybdopterin-bindingcomponent
C	KOG0536	Flavohemoproteinb5+b5R
C	KOG0537	Cytochromeb5
C	KOG0538	Glycolateoxidase
I	KOG0539	Sphingolipidfattyacidhydroxylase
EI	KOG0540	3-Methylcrotonyl-CoAcarboxylasenon-biotisubunitbeta
O	KOG0541	Alkylhydroperoxidereductase/peroxiredoxin
L	KOG0542	Predictedexonuclease
O	KOG0543	FKBP-typepeptidyl-prolylcis-transisomerase
O	KOG0544	FKBP-typepeptidyl-prolylcis-transisomerase
O	KOG0545	Aryl-hydrocarbonreceptor-interactingprotein
O	KOG0546	HSP90co-chaperoneCPR7/Cyclophilin
U	KOG0547	TranslocaseofoutermitochondrialmembranecomplexsubunitTOM70/TOM72
O	KOG0548	Molecularco-chaperoneSTI1
O	KOG0549	FKBP-typepeptidyl-prolylcis-transisomerase
O	KOG0550	Molecularchaperone(DnaJsuperfamily)
O	KOG0551	Hsp90co-chaperoneCNS1(containsTPRrepeats)
O	KOG0552	FKBP-typepeptidyl-prolylcis-transisomerase
R	KOG0553	TPRrepeat-containingprotein
J	KOG0554	Asparaginyl-tRNAsynthetase(mitochondrial)
J	KOG0555	Asparaginyl-tRNAsynthetase
J	KOG0556	Aspartyl-tRNAsynthetase
C	KOG0557	Dihydrolipoamideacetyltransferase
C	KOG0558	Dihydrolipoamidetransacylase(alpha-ketoaciddehydrogenaseE2subunit)
C	KOG0559	Dihydrolipoamidesuccinyltransferase(2-oxoglutaratE2subunit)
P	KOG0560	Sulfitereductase(ferredoxin)
K	KOG0561	bHLHtranscriptionfactor
R	KOG0562	Predictedhydrolase(HITfamily)
G	KOG0563	Glucose-6-phosphate1-dehydrogenase
E	KOG0564	510-methylenetetrahydrofolatereductase
U	KOG0565	Inositolpolyphosphate5-phosphataseandrelatedproteins
U	KOG0566	Inositol-145-triphospINP51/INP52/INP53family
R	KOG0567	HEATrepeat-containingprotein
O	KOG0568	Molecularchaperone(DnaJsuperfamily)
G	KOG0569	Permeaseofthemajorfacilitatorsuperfamily
K	KOG0570	Transcriptionalcoactivator
E	KOG0571	Asparaginesynthase(glutamine-hydrolyzing)
F	KOG0572	Glutaminephosphoribosylpyrophosphateamidotransferase
E	KOG0573	Asparaginesynthase
T	KOG0574	STE20-likeserine/threoninekinaseMST
D	KOG0575	Polo-likeserine/threonineproteinkinase
T	KOG0576	Mitogen-activatedproteinkinasekinasekinasekinagerminalcenterkinasefamily
T	KOG0577	Serine/threonineproteinkinase
T	KOG0578	p21-activatedserine/threonineproteinkinase
T	KOG0579	Ste20-likeserine/threonineproteinkinase
D	KOG0580	Serine/threonineproteinkinase
T	KOG0581	Mitogen-activatedproteinkinasekinase(MAP2K)
T	KOG0582	Ste20-likeserine/threonineproteinkinase
T	KOG0583	Serine/threonineproteinkinase
R	KOG0584	Serine/threonineproteinkinase
T	KOG0585	Ca2+/calmodulin-dependentproteinkinasekinasebetaandrelatedserine/threonineproteinkinases
R	KOG0586	Serine/threonineproteinkinase
T	KOG0587	Traf2-andNck-interactingkinaseandrelatedgerminalcenterkinase(GCK)familyproteinkinases
D	KOG0588	Serine/threonineproteinkinase
R	KOG0589	Serine/threonineproteinkinase
D	KOG0590	Checkpointkinaseandrelatedserine/threonineproteinkinases
D	KOG0591	NIMA(neverinmitosis)-relatedG2-specificserine/threonineproteinkinase
T	KOG0592	3-phosphoinositide-dependentproteinkinase(PDK1)
R	KOG0593	PredictedproteinkinaseKKIAMRE
R	KOG0594	ProteinkinasePCTAIREandrelatedkinases
OUT	KOG0595	Serine/threonine-proteinkinaseinvolvedinautophagy
D	KOG0596	"Dualspecificity;serine/threonineandtyrosinekinase"
R	KOG0597	Serine-threonineproteinkinaseFUSED
RT	KOG0598	RibosomalproteinS6kinaseandrelatedproteins
G	KOG0599	Phosphorylasekinasegammasubunit
D	KOG0600	Cdc2-relatedproteinkinase
D	KOG0601	Cyclin-dependentkinaseWEE1
G	KOG0602	Neutraltrehalase
T	KOG0603	RibosomalproteinS6kinase
T	KOG0604	MAPkinase-activatedproteinkinase2
R	KOG0605	NDRandrelatedserine/threoninekinases
TR	KOG0606	Microtubule-associatedserine/threoninekinaseandrelatedproteins
T	KOG0607	MAPkinase-interactingkinaseandrelatedserine/threonineproteinkinases
D	KOG0608	Warts/lats-likeserinethreoninekinases
T	KOG0609	Calcium/calmodulin-dependentserineproteinkinase/membrane-associatedguanylatekinase
R	KOG0610	Putativeserine/threonineproteinkinase
R	KOG0611	Predictedserine/threonineproteinkinase
T	KOG0612	Rho-associatedcoiled-coilcontainingproteinkinase
Z	KOG0613	Projectin/twitchinandrelatedproteins
T	KOG0614	cGMP-dependentproteinkinase
D	KOG0615	Serine/threonineproteinkinaseChk2andrelatedproteins
T	KOG0616	cAMP-dependentproteinkinasecatalyticsubunit(PKA)
T	KOG0617	Rassuppressorprotein(containsleucine-richrepeats)
T	KOG0618	Serine/threoninephosphatase2Ccontainingleucine-similartoSCNcircadianoscillatoryprotein(SCOP)
R	KOG0619	FOG:Leucinerichrepeat
K	KOG0620	Glucose-repressiblealcoholdehydrogenasetranscriptionaleffectorCCR4andrelatedproteins
M	KOG0621	Phospholipidscramblase
E	KOG0622	Ornithinedecarboxylase
E	KOG0623	Glutamineamidotransferase/cyclase
V	KOG0624	dsRNA-activatedproteinkinaseinhibitorP58containsTPRandDnaJdomains
G	KOG0625	Phosphoglucomutase
G	KOG0626	Beta-glucosidaselactasepandrelatedproteins
K	KOG0627	Heatshocktranscriptionfactor
E	KOG0628	Aromatic-L-amino-acid/L-histidinedecarboxylase
E	KOG0629	Glutamatedecarboxylaseandrelatedproteins
E	KOG0630	Predictedpyridoxal-dependentdecarboxylase
G	KOG0631	Galactokinase
P	KOG0632	Phytochelatinsynthase
E	KOG0633	Histidinolphosphateaminotransferase
E	KOG0634	Aromaticaminoacidaminotransferaseandrelatedproteins
P	KOG0635	Adenosine5'-phosphosulfatekinase
P	KOG0636	ATPsulfurylase(sulfateadenylyltransferase)
G	KOG0637	Sucrosetransporterandrelatedproteins
E	KOG0638	4-hydroxyphenylpyruvatedioxygenase
B	KOG0639	Transducin-likeenhancerofsplitprotein(containsWD40repeats)
A	KOG0640	"mRNAcleavagestimulatingfactorcomplex;subunit1"
R	KOG0641	WD40repeatprotein
D	KOG0642	Cell-cyclenuclearproteincontainsWD-40repeats
JT	KOG0643	Translationinitiationfactor3subuniti(eIF-3i)/TGF-betareceptor-interactingprotein(TRIP-1)
R	KOG0644	UncharacterizedconservedproteincontainsWD40repeatandBROMOdomains
R	KOG0645	WD40repeatprotein
R	KOG0646	WD40repeatprotein
A	KOG0647	mRNAexportprotein(containsWD40repeats)
T	KOG0648	PredictedNUDIXhydrolaseFGF-2andrelatedproteins
R	KOG0649	WD40repeatprotein
J	KOG0650	WD40repeatnucleolarproteinBop1involvedinribosomebiogenesis
O	KOG0651	26SproteasomeregulatorycomplexATPaseRPT4
O	KOG0652	26SproteasomeregulatorycomplexATPaseRPT5
D	KOG0653	CyclinBandrelatedkinase-activatingproteins
D	KOG0654	G2/Mitotic-specificcyclinA
D	KOG0655	G1/S-specificcyclinE
D	KOG0656	G1/S-specificcyclinD
G	KOG0657	Glyceraldehyde3-phosphatedehydrogenase
G	KOG0658	Glycogensynthasekinase-3
DKL	KOG0659	Cdkactivatingkinase(CAK)/RNApolymeraseIItranskinasesubunitCDK7
T	KOG0660	Mitogen-activatedproteinkinase
T	KOG0661	MAPKrelatedserine/threonineproteinkinase
UT	KOG0662	Cyclin-dependentkinaseCDK5
R	KOG0663	ProteinkinasePITSLREandrelatedkinases
T	KOG0664	Nemo-likeMAPK-relatedserine/threonineproteinkinase
T	KOG0665	Jun-N-terminalkinase(JNK)
K	KOG0666	CyclinC-dependentkinaseCDK8
R	KOG0667	Dual-specificitytyrosine-phosphorylationregulatedkinase
TDK	KOG0668	CaseinkinaseIIalphasubunit
D	KOG0669	CyclinT-dependentkinaseCDK9
A	KOG0670	U4/U6-associatedsplicingfactorPRP4
T	KOG0671	LAMMERdualspecificitykinases
PD	KOG0672	HalotoleranceproteinHAL3(containsflavoproteindomain)
F	KOG0673	Thymidylatesynthase
O	KOG0674	Calreticulin
O	KOG0675	Calnexin
Z	KOG0676	Actinandrelatedproteins
Z	KOG0677	Actin-relatedproteinArp2/3complexsubunitArp2
Z	KOG0678	Actin-relatedproteinArp2/3complexsubunitArp3
Z	KOG0679	Actin-relatedprotein-Arp4p/Act3p
Z	KOG0680	Actin-relatedprotein-Arp6p
Z	KOG0681	Actin-relatedprotein-Arp5p
P	KOG0682	Ammoniapermease
E	KOG0683	Glutaminesynthetase
Q	KOG0684	CytochromeP450
H	KOG0685	Flavin-containingamineoxidase
OT	KOG0686	COP9signalosomesubunitCSN1
O	KOG0687	26SproteasomeregulatorycomplexsubunitRPN7/PSMD6
J	KOG0688	Peptidechainreleasefactor1(eRF1)
T	KOG0689	GuaninenucleotideexchangefactorforRhoandRacGTPases
T	KOG0690	Serine/threonineproteinkinase
O	KOG0691	Molecularchaperone(DnaJsuperfamily)
E	KOG0692	PentafunctionalAROMprotein
I	KOG0693	Myo-inositol-1-phosphatesynthase
T	KOG0694	Serine/threonineproteinkinase
T	KOG0695	Serine/threonineproteinkinase
T	KOG0696	Serine/threonineproteinkinase
T	KOG0697	Proteinphosphatase1B(formerly2C)
T	KOG0698	Serine/threonineproteinphosphatase
T	KOG0699	Serine/threonineproteinphosphatase
T	KOG0700	Proteinphosphatase2C/pyruvatedehydrogenase(lipoamide)phosphatase
A	KOG0701	dsRNA-specificnucleaseDicerandrelatedribonucleases
T	KOG0702	PredictedGTPase-activatingprotein
T	KOG0703	PredictedGTPase-activatingprotein
TUZ	KOG0704	ADP-ribosylationfactorGTPaseactivator
T	KOG0705	GTPase-activatingproteinCentauringamma(containsPHandankyrinrepeatdomains)
T	KOG0706	PredictedGTPase-activatingprotein
F	KOG0707	Guanylatekinase
F	KOG0708	Membrane-associatedguanylatekinaseMAGUK(containSH3HOOKandGUKdomains)
K	KOG0709	CREB/ATFfamilytranscriptionfactor
O	KOG0710	Molecularchaperone(smallheat-shockproteinHsp26/Hsp42)
H	KOG0711	Polyprenylsynthetase
O	KOG0712	Molecularchaperone(DnaJsuperfamily)
O	KOG0713	Molecularchaperone(DnaJsuperfamily)
O	KOG0714	Molecularchaperone(DnaJsuperfamily)
O	KOG0715	Molecularchaperone(DnaJsuperfamily)
O	KOG0716	Molecularchaperone(DnaJsuperfamily)
O	KOG0717	Molecularchaperone(DnaJsuperfamily)
O	KOG0718	Molecularchaperone(DnaJsuperfamily)
O	KOG0719	Molecularchaperone(DnaJsuperfamily)
O	KOG0720	Molecularchaperone(DnaJsuperfamily)
O	KOG0721	Molecularchaperone(DnaJsuperfamily)
O	KOG0722	Molecularchaperone(DnaJsuperfamily)
O	KOG0723	Molecularchaperone(DnaJsuperfamily)
O	KOG0724	Zuotinandrelatedmolecularchaperones(DnaJsupercontainsDNA-bindingdomains
R	KOG0725	Reductaseswithbroadrangeofsubstratespecificities
O	KOG0726	26SproteasomeregulatorycomplexATPaseRPT2
O	KOG0727	26SproteasomeregulatorycomplexATPaseRPT3
O	KOG0728	26SproteasomeregulatorycomplexATPaseRPT6
O	KOG0729	26SproteasomeregulatorycomplexATPaseRPT1
O	KOG0730	AAA+-typeATPase
O	KOG0731	AAA+-typeATPasecontainingthepeptidaseM41domain
O	KOG0732	AAA+-typeATPasecontainingthebromodomain
O	KOG0733	NuclearAAAATPase(VCPsubfamily)
O	KOG0734	AAA+-typeATPasecontainingthepeptidaseM41domain
O	KOG0735	AAA+-typeATPase
O	KOG0736	Peroxisomeassemblyfactor2containingtheAAA+-typeATPasedomain
O	KOG0737	AAA+-typeATPase
O	KOG0738	AAA+-typeATPase
O	KOG0739	AAA+-typeATPase
O	KOG0740	AAA+-typeATPase
O	KOG0741	AAA+-typeATPase
O	KOG0742	AAA+-typeATPase
O	KOG0743	AAA+-typeATPase
O	KOG0744	AAA+-typeATPase
O	KOG0745	PutativeATP-dependentClp-typeprotease(AAA+ATPasesuperfamily)
J	KOG0746	60SribosomalproteinL3andrelatedproteins
G	KOG0747	PutativeNAD+-dependentepimerases
RT	KOG0748	PredictedmembraneproteinscontainhemolysinIIIdomain
C	KOG0749	MitochondrialADP/ATPcarrierproteins
C	KOG0750	Mitochondrialsolutecarrierprotein
C	KOG0751	Mitochondrialaspartate/glutamatecarrierproteinAralar/Citrin(containsEF-handCa2+-bindingdomains)
C	KOG0752	Mitochondrialsolutecarrierprotein
C	KOG0753	Mitochondrialfattyacidanioncarrierprotein/Uncouplingprotein
C	KOG0754	Mitochondrialoxodicarboxylatecarrierprotein
C	KOG0755	Mitochondrialoxaloacetatecarrierprotein
C	KOG0756	Mitochondrialtricarboxylate/dicarboxylatecarrierproteins
C	KOG0757	Mitochondrialcarrierprotein-Rim2p/Mrs12p
C	KOG0758	Mitochondrialcarnitine-acylcarnitinecarrierprotein
C	KOG0759	Mitochondrialoxoglutarate/malatecarrierproteins
C	KOG0760	MitochondrialcarrierproteinMRS3/4
C	KOG0761	MitochondrialcarrierproteinCGI-69
C	KOG0762	Mitochondrialcarrierprotein
C	KOG0763	Mitochondrialornithinetransporter
C	KOG0764	MitochondrialFADcarrierprotein
C	KOG0765	Predictedmitochondrialcarrierprotein
C	KOG0766	Predictedmitochondrialcarrierprotein
C	KOG0767	Mitochondrialphosphatecarrierprotein
C	KOG0768	MitochondrialcarrierproteinPET8
C	KOG0769	Predictedmitochondrialcarrierprotein
C	KOG0770	Predictedmitochondrialcarrierprotein
U	KOG0771	Prolactinregulatoryelement-bindingprotein/ProteintransportproteinSEC12p
S	KOG0772	UncharacterizedconservedproteincontainsWD40repeat
K	KOG0773	TranscriptionfactorMEIS1andrelatedHOXdomainproteins
K	KOG0774	TranscriptionfactorPBXandrelatedHOXdomainproteins
K	KOG0775	TranscriptionfactorSIXandrelatedHOXdomainproteins
H	KOG0776	Geranylgeranylpyrophosphatesynthase/Polyprenylsynthetase
H	KOG0777	Geranylgeranylpyrophosphatesynthase/Polyprenylsynthetase
O	KOG0778	ProteaseUlp1family
O	KOG0779	ProteaseUlp1family
U	KOG0780	SignalrecognitionparticlesubunitSrp54
U	KOG0781	Signalrecognitionparticlereceptoralphasubunit
T	KOG0782	Predicteddiacylglycerolkinase
S	KOG0783	UncharacterizedconservedproteincontainsankyrinandBTB/POZdomains
E	KOG0784	Isocitratedehydrogenasegammasubunit
E	KOG0785	Isocitratedehydrogenasealphasubunit
E	KOG0786	3-isopropylmalatedehydrogenase
T	KOG0787	Dehydrogenasekinase
T	KOG0788	S-adenosylmethioninedecarboxylase
T	KOG0789	Proteintyrosinephosphatase
T	KOG0790	ProteintyrosinephosphataseCorkscrewandrelatedSH2domainenzymes
T	KOG0791	Proteintyrosinephosphatasecontainsfn3domain
T	KOG0792	ProteintyrosinephosphatasePTPMEGcontainsFERMdomain
T	KOG0793	Proteintyrosinephosphatase
K	KOG0794	CDK8kinase-activatingproteincyclinC
E	KOG0795	Chorismatemutase
A	KOG0796	Spliceosomesubunit
Z	KOG0797	Actin-relatedprotein
D	KOG0798	Uncharacterizedconservedprotein
G	KOG0799	Branchingenzyme
O	KOG0800	FOG:PredictedE3ubiquitinligase
O	KOG0801	PredictedE3ubiquitinligase
O	KOG0802	E3ubiquitinligase
O	KOG0803	PredictedE3ubiquitinligase
R	KOG0804	CytoplasmicZn-fingerproteinBRAP2(BRCA1associatedprotein)
E	KOG0805	Carbon-nitrogenhydrolase
E	KOG0806	Carbon-nitrogenhydrolase
E	KOG0807	Carbon-nitrogenhydrolase
E	KOG0808	Carbon-nitrogenhydrolase
U	KOG0809	SNAREproteinTLG2/Syntaxin16
U	KOG0810	SNAREproteinSyntaxin1andrelatedproteins
U	KOG0811	SNAREproteinPEP12/VAM3/Syntaxin7/Syntaxin17
U	KOG0812	SNAREproteinSED5/Syntaxin5
R	KOG0813	Glyoxylase
R	KOG0814	Glyoxylase
J	KOG0815	60SacidicribosomalproteinP0
A	KOG0816	ProteininvolvedinmRNAturnover
I	KOG0817	Acyl-CoA-bindingprotein
T	KOG0818	GTPase-activatingproteinsoftheGITfamily
U	KOG0819	Annexin
A	KOG0820	RibosomalRNAadeninedimethylase
A	KOG0821	PredictedribosomalRNAadeninedimethylase
D	KOG0822	Proteinkinaseinhibitor
O	KOG0823	PredictedE3ubiquitinligase
O	KOG0824	PredictedE3ubiquitinligase
R	KOG0825	PHDZn-fingerprotein
O	KOG0826	PredictedE3ubiquitinligaseinvolvedinperoxisomeorganization
O	KOG0827	PredictedE3ubiquitinligase
O	KOG0828	PredictedE3ubiquitinligase
J	KOG0829	60SribosomalproteinL18A
J	KOG0830	40SribosomalproteinSA(P40)/Lamininreceptor1
I	KOG0831	Acyl-CoA:diacylglycerolacyltransferase(DGAT)
J	KOG0832	Mitochondrial/chloroplastribosomalproteinS2
F	KOG0833	Cytidinedeaminase
D	KOG0834	CDK9kinase-activatingproteincyclinT
R	KOG0835	CyclinL
Z	KOG0836	F-actincappingproteinalphasubunit
K	KOG0837	TranscriptionalactivatoroftheJUNfamily
A	KOG0838	RNAMethylaseSpoUfamily
A	KOG0839	RNAMethylaseSpoUfamily
O	KOG0840	ATP-dependentClpproteaseproteolyticsubunit
O	KOG0841	Multifunctionalchaperone(14-3-3family)
K	KOG0842	Transcriptionfactortinman/NKX2-3containsHOXdomain
K	KOG0843	TranscriptionfactorEMX1andrelatedHOXdomainproteins
K	KOG0844	TranscriptionfactorEVX1containsHOXdomain
YU	KOG0845	NuclearporecomplexNup98component(scNup145/Nup100/Nup116)
J	KOG0846	Mitochondrial/chloroplastribosomalproteinL15/L10
K	KOG0847	TranscriptionfactorcontainsHOXdomain
K	KOG0848	TranscriptionfactorCaudalcontainsHOXdomain
K	KOG0849	TranscriptionfactorPRDandrelatedproteinscontainPAXandHOXdomains
K	KOG0850	TranscriptionfactorDLXandrelatedproteinswithLIMZn-bindingandHOXdomains
L	KOG0851	Single-strandedDNA-bindingreplicationproteinA(large(70kD)subunitandrelatedssDNA-bindingproteins
O	KOG0852	Alkylhydroperoxidereductasethiolspecificantioxidantandrelatedenzymes
M	KOG0853	Glycosyltransferase
O	KOG0854	Alkylhydroperoxidereductasethiolspecificantioxidantandrelatedenzymes
O	KOG0855	Alkylhydroperoxidereductasethiolspecificantioxidantandrelatedenzymes
O	KOG0856	Predictedpilin-liketranscriptionfactor
J	KOG0857	60sribosomalproteinL10
S	KOG0858	Predictedmembraneprotein
U	KOG0859	Synaptobrevin/VAMP-likeprotein
U	KOG0860	Synaptobrevin/VAMP-likeprotein
U	KOG0861	SNAREproteinYKT6synaptobrevin/VAMPsyperfamily
U	KOG0862	Synaptobrevin/VAMP-likeproteinSEC22
O	KOG0863	20SproteasomeregulatorysubunitalphatypePSMA1/PRE5
U	KOG0864	Ran-bindingproteinRANBP1andrelatedRanBDdomainproteins
O	KOG0865	Cyclophilintypepeptidyl-prolylcis-transisomerase
U	KOG0866	Ran-bindingproteinRANBP3
O	KOG0867	GlutathioneS-transferase
O	KOG0868	GlutathioneS-transferase
K	KOG0869	CCAAT-bindingfactorsubunitA(HAP3)
K	KOG0870	DNApolymeraseepsilonsubunitD
K	KOG0871	Class2transcriptionrepressorNC2betasubunit(Dr1)
I	KOG0872	SterolC5desaturase
I	KOG0873	C-4sterolmethyloxidase
I	KOG0874	Sphingolipidhydroxylase
J	KOG0875	60SribosomalproteinL5
P	KOG0876	Manganesesuperoxidedismutase
J	KOG0877	40SribosomalproteinS2/30SribosomalproteinS5
J	KOG0878	60SribosomalproteinL32
O	KOG0879	U-snRNP-associatedcyclophilintypepeptidyl-prolylcis-transisomerase
O	KOG0880	Peptidyl-prolylcis-transisomerase
O	KOG0881	Cyclophilintypepeptidyl-prolylcis-transisomerase
O	KOG0882	Cyclophilin-relatedpeptidyl-prolylcis-transisomerase
O	KOG0883	CyclophilintypeUbox-containingpeptidyl-prolylcis-transisomerase
O	KOG0884	Similartocyclophilin-typepeptidyl-prolylcis-transisomerase
O	KOG0885	Peptidyl-prolylcis-transisomerase
J	KOG0886	40SribosomalproteinS2
J	KOG0887	60SribosomalproteinL35A/L37
F	KOG0888	Nucleosidediphosphatekinase
TBLD	KOG0889	HistoneacetyltransferaseSAGATRRAP/TRAPI-3kinasesuperfamily
TBLD	KOG0890	ProteinkinaseofthePI-3kinasefamilyinvolvediDNArepairandmeioticrecombination
L	KOG0891	DNA-dependentproteinkinase
TBLD	KOG0892	ProteinkinaseATM/Tel1involvedintelomerelengthregulationandDNArepair
J	KOG0893	60SribosomalproteinL31
O	KOG0894	Ubiquitin-proteinligase
O	KOG0895	Ubiquitin-conjugatingenzyme
O	KOG0896	Ubiquitin-conjugatingenzymeE2
O	KOG0897	Predictedubiquitin-conjugatingenzyme
J	KOG0898	40SribosomalproteinS15
J	KOG0899	Mitochondrial/chloroplastribosomalproteinS19
J	KOG0900	40SribosomalproteinS20
J	KOG0901	60SribosomalproteinL14/L17/L23
T	KOG0902	Phosphatidylinositol4-kinase
TU	KOG0903	Phosphatidylinositol4-kinaseinvolvedinintracellulartraffickingandsecretion
T	KOG0904	Phosphatidylinositol3-kinasecatalyticsubunit(p110)
T	KOG0905	Phosphoinositide3-kinase
TU	KOG0906	Phosphatidylinositol3-kinaseVPS34involvedinsignaltransduction
